Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1962,370.64,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1963,376.37,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1964,397.58,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1965,384.76,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1966,380.11,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1967,419.53,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1968,437.43,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1969,457.95,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1970,467.71,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1971,480.87,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1972,497.72,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1973,507.84,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1974,545.38,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1975,551.64,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1976,571.14,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1977,595.92,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1978,579.12,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1979,641.91,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1980,652.05,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1981,684.51,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1982,682.89,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1983,677.64,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1984,717.92,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1985,731.3,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1986,774.09,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1987,786.79,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1988,794.31,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1989,823.54,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1990,839.82,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1991,848.44,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1992,854.3,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1993,918.14,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1994,959.54,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1995,1008.27,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1996,999.44,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1997,1000.18,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1998,978.71,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,1999,936.67,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2000,916.1,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2001,946.2,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2002,933.65,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2003,870.16,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2004,917.83,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2005,896.46,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2006,880.71,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2007,895.37,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2008,906.84,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2009,875.4,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2010,868.69,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2011,879.29,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2012,879.37,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2013,151.88,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2030,1083.75,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2050,1297.58,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1961,6939.6,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1962,7174.88,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1963,7345.79,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1964,7366.09,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1965,7156.07,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1966,7078.96,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1967,7034.73,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1968,7110.73,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1969,6884.63,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1970,6884.33,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1971,6923.21,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1972,6826.14,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1973,7061.19,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1974,7143.85,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1975,6831.98,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1976,6563.43,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1977,6432.08,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1978,6565.39,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1979,6578.21,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1980,6610.76,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1981,6415.71,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1982,6593.71,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1983,6421.59,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1984,6186.94,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1985,6142.67,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1986,6104.3,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1987,5863.98,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1988,5689.28,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1989,5740.18,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1990,7143.17,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1991,6617.01,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1992,6507.83,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1993,6458.87,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1994,6539.37,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1995,6381.25,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1996,6343.82,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1997,6368.06,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1998,6209.37,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,1999,6127.68,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2000,6060.79,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2001,5953.09,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2002,6047.22,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2003,5892.78,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2004,5864.76,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2005,5984.55,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2006,5726.03,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2007,5848.8,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2008,6093.58,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2009,5737.06,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2010,5921.39,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2011,5867.2,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2012,5791.41,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2013,407.72,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2030,5586.8,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2050,5408.4,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1961,63795.62,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1962,66358.06,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1963,65935.77,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1964,65765.3,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1965,66562.07,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1966,67772.71,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1967,70781.25,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1968,72541.13,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1969,71838.54,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1970,73563.71,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1971,74528.38,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1972,75247.8,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1973,79121.06,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1974,79577.04,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1975,80699.16,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1976,81245.06,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1977,81306.13,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1978,82699.77,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1979,84029.62,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1980,84466.62,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1981,84525.16,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1982,84579.08,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1983,85217.58,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1984,86085.05,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1985,84986.51,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1986,85239.7,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1987,82266.51,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1988,80685.2,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1989,80669.32,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1990,80385.63,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1991,80890.25,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1992,76909.67,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1993,75372.59,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1994,75950.24,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1995,76917.77,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1996,78520.68,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1997,78413.37,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1998,77241.56,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,1999,77959.8,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2000,75989.3,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2001,76330.82,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2002,74850.94,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2003,73909.53,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2004,73479.84,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2005,71994.64,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2006,71851.65,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2007,73106.98,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2008,72239.54,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2009,70436.74,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2010,70508.6,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2011,68585.43,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2012,68522.64,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2013,6971.42,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2030,68095.42,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2050,64888.68,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1961,7.68,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1962,8.66,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1963,7.44,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1964,7.07,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1965,7.1,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1966,7.46,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1967,6.83,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1968,6.29,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1969,6.4,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1970,6.74,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1971,5.81,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1972,5.5,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1973,5.43,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1974,5.07,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1975,5.22,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1976,5.34,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1977,7.06,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,1978,9.85,A,"Aggregate, may include official, semi-official, estimated or calculated data"
